acronym,graph_id,graph_order,id,name,structure_id_path,structure_set_ids,rgb_triplet
PSV,1,889,7,Principal sensory nucleus of the trigeminal,"[997, 8, 343, 1065, 771, 1132, 7]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 112905813, 167587189, 114512891]","[255, 174, 111]"
PB,1,890,867,Parabrachial nucleus,"[997, 8, 343, 1065, 771, 1132, 867]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 174, 111]"
KF,1,891,123,Koelliker-Fuse subnucleus,"[997, 8, 343, 1065, 771, 1132, 867, 123]","[691663206, 12, 184527634, 112905813, 114512892]","[255, 174, 111]"
SOC,1,902,398,Superior olivary complex,"[997, 8, 343, 1065, 771, 1132, 398]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 174, 111]"
POR,1,903,122,"Superior olivary complex, periolivary region","[997, 8, 343, 1065, 771, 1132, 398, 122]","[184527634, 12, 691663206]","[255, 174, 111]"
SOCm,1,904,105,"Superior olivary complex, medial part","[997, 8, 343, 1065, 771, 1132, 398, 105]","[184527634, 12, 691663206]","[255, 174, 111]"
SOCl,1,905,114,"Superior olivary complex, lateral part","[997, 8, 343, 1065, 771, 1132, 398, 114]","[184527634, 12, 691663206]","[255, 174, 111]"
P-mot,1,906,987,"Pons, motor related","[997, 8, 343, 1065, 771, 987]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 186, 134]"
B,1,907,280,Barrington's nucleus,"[997, 8, 343, 1065, 771, 987, 280]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189]","[255, 186, 134]"
DTN,1,908,880,Dorsal tegmental nucleus,"[997, 8, 343, 1065, 771, 987, 880]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 167587189]","[255, 186, 134]"
PDTg,1,910,599626927,Posterodorsal tegmental nucleus,"[997, 8, 343, 1065, 771, 987, 599626927]","[112905828, 691663206, 688152366, 184527634, 167587189]","[255, 186, 134]"
PCG,1,911,898,Pontine central gray,"[997, 8, 343, 1065, 771, 987, 898]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 186, 134]"
PG,1,912,931,Pontine gray,"[997, 8, 343, 1065, 771, 987, 931]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 167587189, 114512891]","[255, 186, 134]"
PRNc,1,913,1093,"Pontine reticular nucleus, caudal part","[997, 8, 343, 1065, 771, 987, 1093]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 112905813, 114512891]","[255, 186, 134]"
SG,1,915,318,Supragenual nucleus,"[997, 8, 343, 1065, 771, 987, 318]","[691663206, 687527945, 12, 688152366, 184527634, 167587189]","[255, 186, 134]"
SUT,1,917,534,Supratrigeminal nucleus,"[997, 8, 343, 1065, 771, 987, 534]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 186, 134]"
TRN,1,918,574,Tegmental reticular nucleus,"[997, 8, 343, 1065, 771, 987, 574]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 167587189, 114512891]","[255, 186, 134]"
V,1,919,621,Motor nucleus of trigeminal,"[997, 8, 343, 1065, 771, 987, 621]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 167587189, 114512891]","[255, 186, 134]"
P5,1,920,549009215,Peritrigeminal zone,"[997, 8, 343, 1065, 771, 987, 549009215]","[112905828, 691663206, 688152366, 184527634, 167587189]","[255, 186, 134]"
Acs5,1,921,549009219,Accessory trigeminal nucleus,"[997, 8, 343, 1065, 771, 987, 549009219]","[112905828, 691663206, 688152366, 184527634, 167587189]","[255, 186, 134]"
PC5,1,922,549009223,Parvicellular motor 5 nucleus,"[997, 8, 343, 1065, 771, 987, 549009223]","[112905828, 691663206, 688152366, 184527634, 167587189]","[255, 186, 134]"
I5,1,923,549009227,Intertrigeminal nucleus,"[997, 8, 343, 1065, 771, 987, 549009227]","[112905828, 691663206, 688152366, 184527634, 167587189]","[255, 186, 134]"
P-sat,1,924,1117,"Pons, behavioral state related","[997, 8, 343, 1065, 771, 1117]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[255, 195, 149]"
CS,1,925,679,Superior central nucleus raphe,"[997, 8, 343, 1065, 771, 1117, 679]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 167587189, 114512891]","[255, 195, 149]"
LC,1,928,147,Locus ceruleus,"[997, 8, 343, 1065, 771, 1117, 147]","[112905828, 691663206, 687527945, 10, 12, 688152366, 184527634, 167587189]","[255, 195, 149]"
LDT,1,929,162,Laterodorsal tegmental nucleus,"[997, 8, 343, 1065, 771, 1117, 162]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 195, 149]"
NI,1,930,604,Nucleus incertus,"[997, 8, 343, 1065, 771, 1117, 604]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 195, 149]"
PRNr,1,931,146,Pontine reticular nucleus,"[997, 8, 343, 1065, 771, 1117, 146]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 195, 149]"
RPO,1,932,238,Nucleus raphe pontis,"[997, 8, 343, 1065, 771, 1117, 238]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 195, 149]"
SLC,1,933,350,Subceruleus nucleus,"[997, 8, 343, 1065, 771, 1117, 350]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189]","[255, 195, 149]"
SLD,1,934,358,Sublaterodorsal nucleus,"[997, 8, 343, 1065, 771, 1117, 358]","[112905828, 691663206, 687527945, 12, 688152366, 184527634, 167587189, 114512891]","[255, 195, 149]"
MY,1,935,354,Medulla,"[997, 8, 343, 1065, 354]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[255, 155, 205]"
MY-sen,1,936,386,"Medulla, sensory related","[997, 8, 343, 1065, 354, 386]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[255, 165, 210]"
AP,1,937,207,Area postrema,"[997, 8, 343, 1065, 354, 386, 207]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189]","[255, 165, 210]"
CN,1,938,607,Cochlear nuclei,"[997, 8, 343, 1065, 354, 386, 607]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 165, 210]"
DCO,1,941,96,Dorsal cochlear nucleus,"[997, 8, 343, 1065, 354, 386, 607, 96]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
VCO,1,942,101,Ventral cochlear nucleus,"[997, 8, 343, 1065, 354, 386, 607, 101]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
DCN,1,943,720,Dorsal column nuclei,"[997, 8, 343, 1065, 354, 386, 720]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 165, 210]"
CU,1,944,711,Cuneate nucleus,"[997, 8, 343, 1065, 354, 386, 720, 711]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 165, 210]"
GR,1,945,1039,Gracile nucleus,"[997, 8, 343, 1065, 354, 386, 720, 1039]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
ECU,1,946,903,External cuneate nucleus,"[997, 8, 343, 1065, 354, 386, 903]","[691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 165, 210]"
NTB,1,947,642,Nucleus of the trapezoid body,"[997, 8, 343, 1065, 354, 386, 642]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
NTS,1,948,651,Nucleus of the solitary tract,"[997, 8, 343, 1065, 354, 386, 651]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
SPVC,1,954,429,"Spinal nucleus of the trigeminal, caudal part","[997, 8, 343, 1065, 354, 386, 429]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
SPVI,1,955,437,"Spinal nucleus of the trigeminal, interpolar part","[997, 8, 343, 1065, 354, 386, 437]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
SPVO,1,956,445,"Spinal nucleus of the trigeminal, oral part","[997, 8, 343, 1065, 354, 386, 445]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 165, 210]"
Pa5,1,962,589508451,Paratrigeminal nucleus,"[997, 8, 343, 1065, 354, 386, 589508451]","[112905828, 691663206, 688152367, 184527634, 167587189]","[255, 165, 210]"
MY-mot,1,964,370,"Medulla, motor related","[997, 8, 343, 1065, 354, 370]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 179, 217]"
VI,1,965,653,Abducens nucleus,"[997, 8, 343, 1065, 354, 370, 653]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
VII,1,967,661,Facial motor nucleus,"[997, 8, 343, 1065, 354, 370, 661]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
ACVII,1,968,576,Accessory facial motor nucleus,"[997, 8, 343, 1065, 354, 370, 576]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
AMB,1,970,135,Nucleus ambiguus,"[997, 8, 343, 1065, 354, 370, 135]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 112905813]","[255, 179, 217]"
AMBd,1,971,939,"Nucleus ambiguus, dorsal division","[997, 8, 343, 1065, 354, 370, 135, 939]","[184527634, 12, 691663206]","[255, 179, 217]"
AMBv,1,972,143,"Nucleus ambiguus, ventral division","[997, 8, 343, 1065, 354, 370, 135, 143]","[184527634, 12, 691663206]","[255, 179, 217]"
DMX,1,973,839,Dorsal motor nucleus of the vagus nerve,"[997, 8, 343, 1065, 354, 370, 839]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
GRN,1,975,1048,Gigantocellular reticular nucleus,"[997, 8, 343, 1065, 354, 370, 1048]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 179, 217]"
ICB,1,976,372,Infracerebellar nucleus,"[997, 8, 343, 1065, 354, 370, 372]","[112905828, 691663206, 687527945, 688152367, 184527634, 167587189]","[255, 179, 217]"
IO,1,977,83,Inferior olivary complex,"[997, 8, 343, 1065, 354, 370, 83]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
IRN,1,978,136,Intermediate reticular nucleus,"[997, 8, 343, 1065, 354, 370, 136]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 179, 217]"
ISN,1,979,106,Inferior salivatory nucleus,"[997, 8, 343, 1065, 354, 370, 106]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
LIN,1,980,203,Linear nucleus of the medulla,"[997, 8, 343, 1065, 354, 370, 203]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
LRN,1,981,235,Lateral reticular nucleus,"[997, 8, 343, 1065, 354, 370, 235]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
LRNm,1,982,955,"Lateral reticular nucleus, magnocellular part","[997, 8, 343, 1065, 354, 370, 235, 955]","[184527634, 12, 691663206]","[255, 179, 217]"
LRNp,1,983,963,"Lateral reticular nucleus, parvicellular part","[997, 8, 343, 1065, 354, 370, 235, 963]","[184527634, 12, 691663206]","[255, 179, 217]"
MARN,1,984,307,Magnocellular reticular nucleus,"[997, 8, 343, 1065, 354, 370, 307]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
MDRN,1,985,395,Medullary reticular nucleus,"[997, 8, 343, 1065, 354, 370, 395]","[112905828, 691663206, 12, 688152367, 184527634, 167587189, 112905813, 114512891, 114512892]","[255, 179, 217]"
MDRNd,1,986,1098,"Medullary reticular nucleus, dorsal part","[997, 8, 343, 1065, 354, 370, 395, 1098]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
MDRNv,1,987,1107,"Medullary reticular nucleus, ventral part","[997, 8, 343, 1065, 354, 370, 395, 1107]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 112905813, 167587189, 114512892]","[255, 179, 217]"
PARN,1,988,852,Parvicellular reticular nucleus,"[997, 8, 343, 1065, 354, 370, 852]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
PAS,1,989,859,Parasolitary nucleus,"[997, 8, 343, 1065, 354, 370, 859]","[691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
PGRN,1,990,938,Paragigantocellular reticular nucleus,"[997, 8, 343, 1065, 354, 370, 938]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 179, 217]"
PGRNd,1,991,970,"Paragigantocellular reticular nucleus, dorsal part","[997, 8, 343, 1065, 354, 370, 938, 970]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
PGRNl,1,992,978,"Paragigantocellular reticular nucleus, lateral part","[997, 8, 343, 1065, 354, 370, 938, 978]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
PHY,1,993,154,Perihypoglossal nuclei,"[997, 8, 343, 1065, 354, 370, 154]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 179, 217]"
NR,1,995,177,Nucleus of Roller,"[997, 8, 343, 1065, 354, 370, 154, 177]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
PRP,1,996,169,Nucleus prepositus,"[997, 8, 343, 1065, 354, 370, 154, 169]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
PPY,1,998,1069,Parapyramidal nucleus,"[997, 8, 343, 1065, 354, 370, 1069]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
VNC,1,1001,701,Vestibular nuclei,"[997, 8, 343, 1065, 354, 370, 701]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 179, 217]"
LAV,1,1002,209,Lateral vestibular nucleus,"[997, 8, 343, 1065, 354, 370, 701, 209]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
MV,1,1003,202,Medial vestibular nucleus,"[997, 8, 343, 1065, 354, 370, 701, 202]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
SPIV,1,1004,225,Spinal vestibular nucleus,"[997, 8, 343, 1065, 354, 370, 701, 225]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
SUV,1,1005,217,Superior vestibular nucleus,"[997, 8, 343, 1065, 354, 370, 701, 217]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
x,1,1006,765,Nucleus x,"[997, 8, 343, 1065, 354, 370, 765]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
XII,1,1007,773,Hypoglossal nucleus,"[997, 8, 343, 1065, 354, 370, 773]","[112905828, 691663206, 687527945, 10, 12, 688152367, 184527634, 167587189, 114512891]","[255, 179, 217]"
y,1,1008,781,Nucleus y,"[997, 8, 343, 1065, 354, 370, 781]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 179, 217]"
MY-sat,1,1010,379,"Medulla, behavioral state related","[997, 8, 343, 1065, 354, 379]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[255, 198, 226]"
RM,1,1011,206,Nucleus raphe magnus,"[997, 8, 343, 1065, 354, 379, 206]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 198, 226]"
RPA,1,1012,230,Nucleus raphe pallidus,"[997, 8, 343, 1065, 354, 379, 230]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189]","[255, 198, 226]"
RO,1,1013,222,Nucleus raphe obscurus,"[997, 8, 343, 1065, 354, 379, 222]","[112905828, 691663206, 687527945, 12, 688152367, 184527634, 167587189, 114512891]","[255, 198, 226]"
CB,1,1014,512,Cerebellum,"[997, 8, 512]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[240, 240, 128]"
CBX,1,1015,528,Cerebellar cortex,"[997, 8, 512, 528]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[240, 240, 128]"
VERM,1,1019,645,Vermal regions,"[997, 8, 512, 528, 645]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 252, 145]"
LING,1,1020,912,Lingula (I),"[997, 8, 512, 528, 645, 912]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189]","[255, 252, 145]"
CENT,1,1024,920,Central lobule,"[997, 8, 512, 528, 645, 920]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 112905813, 114512891]","[255, 252, 145]"
CENT2,1,1025,976,Lobule II,"[997, 8, 512, 528, 645, 920, 976]","[184527634, 12, 691663206]","[255, 252, 145]"
CENT3,1,1029,984,Lobule III,"[997, 8, 512, 528, 645, 920, 984]","[184527634, 12, 112905813, 691663206]","[255, 252, 145]"
CUL,1,1033,928,Culmen,"[997, 8, 512, 528, 645, 928]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 112905813, 114512891, 114512892]","[255, 252, 145]"
"CUL4, 5",1,1042,1091,Lobules IV-V,"[997, 8, 512, 528, 645, 928, 1091]","[691663206, 12, 184527634, 112905813, 114512892]","[255, 252, 145]"
DEC,1,1046,936,Declive (VI),"[997, 8, 512, 528, 645, 936]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189]","[255, 252, 145]"
FOTU,1,1050,944,Folium-tuber vermis (VII),"[997, 8, 512, 528, 645, 944]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189]","[255, 252, 145]"
PYR,1,1054,951,Pyramus (VIII),"[997, 8, 512, 528, 645, 951]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
UVU,1,1058,957,Uvula (IX),"[997, 8, 512, 528, 645, 957]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189]","[255, 252, 145]"
NOD,1,1062,968,Nodulus (X),"[997, 8, 512, 528, 645, 968]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
HEM,1,1066,1073,Hemispheric regions,"[997, 8, 512, 528, 1073]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[255, 252, 145]"
SIM,1,1067,1007,Simple lobule,"[997, 8, 512, 528, 1073, 1007]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
AN,1,1071,1017,Ansiform lobule,"[997, 8, 512, 528, 1073, 1017]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
ANcr1,1,1072,1056,Crus 1,"[997, 8, 512, 528, 1073, 1017, 1056]","[184527634, 12, 691663206]","[255, 252, 145]"
ANcr2,1,1076,1064,Crus 2,"[997, 8, 512, 528, 1073, 1017, 1064]","[184527634, 12, 691663206]","[255, 252, 145]"
PRM,1,1080,1025,Paramedian lobule,"[997, 8, 512, 528, 1073, 1025]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
COPY,1,1084,1033,Copula pyramidis,"[997, 8, 512, 528, 1073, 1033]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
PFL,1,1088,1041,Paraflocculus,"[997, 8, 512, 528, 1073, 1041]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
FL,1,1092,1049,Flocculus,"[997, 8, 512, 528, 1073, 1049]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 252, 145]"
CBN,1,1096,519,Cerebellar nuclei,"[997, 8, 512, 519]","[3, 112905828, 691663206, 10, 12, 184527634, 114512891]","[240, 240, 128]"
FN,1,1097,989,Fastigial nucleus,"[997, 8, 512, 519, 989]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 253, 188]"
IP,1,1098,91,Interposed nucleus,"[997, 8, 512, 519, 91]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 253, 188]"
DN,1,1099,846,Dentate nucleus,"[997, 8, 512, 519, 846]","[112905828, 691663206, 687527945, 12, 688152368, 184527634, 167587189, 114512891]","[255, 253, 188]"
VeCB,1,1100,589508455,Vestibulocerebellar nucleus,"[997, 8, 512, 519, 589508455]","[112905828, 691663206, 688152368, 184527634, 167587189]","[255, 253, 188]"
fiber tracts,1,1101,1009,fiber tracts,"[997, 1009]","[687527945, 184527634, 167587189, 691663206]","[204, 204, 204]"
cm,1,1102,967,cranial nerves,"[997, 1009, 967]","[184527634, 691663206]","[204, 204, 204]"
von,1,1104,949,vomeronasal nerve,"[997, 1009, 967, 949]","[184527634, 691663206]","[204, 204, 204]"
In,1,1105,840,olfactory nerve,"[997, 1009, 967, 840]","[184527634, 691663206]","[204, 204, 204]"
onl,1,1106,1016,olfactory nerve layer of main olfactory bulb,"[997, 1009, 967, 840, 1016]","[10, 184527634, 691663206]","[204, 204, 204]"
lotg,1,1107,21,"lateral olfactory tract, general","[997, 1009, 967, 840, 21]","[184527634, 691663206]","[204, 204, 204]"
lot,1,1108,665,"lateral olfactory tract, body","[997, 1009, 967, 840, 21, 665]","[184527634, 691663206]","[204, 204, 204]"
lotd,1,1109,538,dorsal limb,"[997, 1009, 967, 840, 21, 538]","[184527634, 691663206]","[204, 204, 204]"
aco,1,1111,900,"anterior commissure, olfactory limb","[997, 1009, 967, 840, 900]","[184527634, 691663206]","[204, 204, 204]"
IIn,1,1112,848,optic nerve,"[997, 1009, 967, 848]","[184527634, 691663206]","[204, 204, 204]"
bsc,1,1114,916,brachium of the superior colliculus,"[997, 1009, 967, 848, 916]","[184527634, 691663206]","[204, 204, 204]"
csc,1,1115,336,superior colliculus commissure,"[997, 1009, 967, 848, 336]","[184527634, 691663206]","[204, 204, 204]"
och,1,1116,117,optic chiasm,"[997, 1009, 967, 848, 117]","[184527634, 691663206]","[204, 204, 204]"
opt,1,1117,125,optic tract,"[997, 1009, 967, 848, 125]","[184527634, 691663206]","[204, 204, 204]"
IIIn,1,1119,832,oculomotor nerve,"[997, 1009, 967, 832]","[184527634, 691663206]","[204, 204, 204]"
mlf,1,1120,62,medial longitudinal fascicle,"[997, 1009, 967, 832, 62]","[184527634, 691663206]","[204, 204, 204]"
pc,1,1121,158,posterior commissure,"[997, 1009, 967, 832, 158]","[184527634, 691663206]","[204, 204, 204]"
IVn,1,1122,911,trochlear nerve,"[997, 1009, 967, 911]","[184527634, 691663206]","[204, 204, 204]"
Vn,1,1125,901,trigeminal nerve,"[997, 1009, 967, 901]","[184527634, 691663206]","[204, 204, 204]"
moV,1,1126,93,motor root of the trigeminal nerve,"[997, 1009, 967, 901, 93]","[184527634, 691663206]","[204, 204, 204]"
sV,1,1127,229,sensory root of the trigeminal nerve,"[997, 1009, 967, 901, 229]","[184527634, 691663206]","[204, 204, 204]"
sptV,1,1129,794,spinal tract of the trigeminal nerve,"[997, 1009, 967, 901, 229, 794]","[184527634, 691663206]","[204, 204, 204]"
VIIn,1,1130,798,facial nerve,"[997, 1009, 967, 798]","[184527634, 691663206]","[204, 204, 204]"
gVIIn,1,1132,1116,genu of the facial nerve,"[997, 1009, 967, 798, 1116]","[184527634, 691663206]","[204, 204, 204]"
VIIIn,1,1133,933,vestibulocochlear nerve,"[997, 1009, 967, 933]","[184527634, 691663206]","[204, 204, 204]"
vVIIIn,1,1135,413,vestibular nerve,"[997, 1009, 967, 933, 413]","[184527634, 691663206]","[204, 204, 204]"
cVIIIn,1,1136,948,cochlear nerve,"[997, 1009, 967, 933, 948]","[184527634, 691663206]","[204, 204, 204]"
tb,1,1137,841,trapezoid body,"[997, 1009, 967, 933, 948, 841]","[184527634, 691663206]","[204, 204, 204]"
das,1,1139,506,dorsal acoustic stria,"[997, 1009, 967, 933, 948, 506]","[184527634, 691663206]","[204, 204, 204]"
ll,1,1140,658,lateral lemniscus,"[997, 1009, 967, 933, 948, 658]","[184527634, 691663206]","[204, 204, 204]"
cic,1,1141,633,inferior colliculus commissure,"[997, 1009, 967, 933, 948, 633]","[184527634, 691663206]","[204, 204, 204]"
bic,1,1142,482,brachium of the inferior colliculus,"[997, 1009, 967, 933, 948, 482]","[184527634, 691663206]","[204, 204, 204]"
Xn,1,1144,917,vagus nerve,"[997, 1009, 967, 917]","[184527634, 691663206]","[204, 204, 204]"
ts,1,1145,237,solitary tract,"[997, 1009, 967, 917, 237]","[184527634, 691663206]","[204, 204, 204]"
drt,1,1149,792,dorsal roots,"[997, 1009, 967, 792]","[184527634, 691663206]","[204, 204, 204]"
cett,1,1150,932,cervicothalamic tract,"[997, 1009, 967, 792, 932]","[184527634, 691663206]","[204, 204, 204]"
dc,1,1155,514,dorsal column,"[997, 1009, 967, 792, 932, 514]","[184527634, 691663206]","[204, 204, 204]"
cuf,1,1156,380,cuneate fascicle,"[997, 1009, 967, 792, 932, 514, 380]","[184527634, 691663206]","[204, 204, 204]"
ml,1,1159,697,medial lemniscus,"[997, 1009, 967, 792, 932, 697]","[184527634, 691663206]","[204, 204, 204]"
cbf,1,1171,960,cerebellum related fiber tracts,"[997, 1009, 960]","[184527634, 691663206]","[204, 204, 204]"
cbc,1,1172,744,cerebellar commissure,"[997, 1009, 960, 744]","[184527634, 691663206]","[204, 204, 204]"
cbp,1,1173,752,cerebellar peduncles,"[997, 1009, 960, 752]","[184527634, 691663206]","[204, 204, 204]"
scp,1,1174,326,superior cerebelar peduncles,"[997, 1009, 960, 752, 326]","[184527634, 691663206]","[204, 204, 204]"
dscp,1,1175,812,superior cerebellar peduncle decussation,"[997, 1009, 960, 752, 326, 812]","[184527634, 691663206]","[204, 204, 204]"
uf,1,1177,850,uncinate fascicle,"[997, 1009, 960, 752, 326, 850]","[184527634, 691663206]","[204, 204, 204]"
sctv,1,1178,866,ventral spinocerebellar tract,"[997, 1009, 960, 752, 326, 866]","[184527634, 691663206]","[204, 204, 204]"
mcp,1,1179,78,middle cerebellar peduncle,"[997, 1009, 960, 752, 78]","[184527634, 691663206]","[204, 204, 204]"
icp,1,1180,1123,inferior cerebellar peduncle,"[997, 1009, 960, 752, 1123]","[184527634, 691663206]","[204, 204, 204]"
sctd,1,1181,553,dorsal spinocerebellar tract,"[997, 1009, 960, 752, 1123, 553]","[184527634, 691663206]","[204, 204, 204]"
arb,1,1188,728,arbor vitae,"[997, 1009, 960, 728]","[184527634, 691663206]","[204, 204, 204]"
scwm,1,1189,484682512,supra-callosal cerebral white matter,"[997, 1009, 484682512]","[184527634, 691663206]","[204, 204, 204]"
lfbs,1,1190,983,lateral forebrain bundle system,"[997, 1009, 983]","[184527634, 691663206]","[204, 204, 204]"
cc,1,1191,776,corpus callosum,"[997, 1009, 983, 776]","[184527634, 691663206]","[204, 204, 204]"
